uid,whisper_transcripts,gt_transcripts
11290867-d819-4ef3-bdd9-9a67ff9af3fa, Nice.," one ace 
"
0819838b-3597-4eb6-85b0-4ea3670ed71d," One, two."," one two 
"
37822032-f42b-4dcc-ad7d-29c3f4bd57cd,section.," two threes 
"
301ecc65-2332-49f9-a6f0-cc453c81a174, Hi!," how many 
"
8d11b2aa-861f-4d91-9526-8102260b85f8, Two degrees.," two threes 
"
f088744b-840e-4109-a9c0-6f53c77b237b, Thank you.," one four 
"
c280b3f1-7228-415c-a5c5-170786d8ed49, One five," one five 
"
da918426-91cc-406b-8969-76aaeb1c03dc, Let's see.," one six 
"
003bab5d-502c-4417-891a-2a105974ffa3, Considering," one seven 
"
103ee969-e65b-463c-b03a-41c6b0e694b1, When i," one eight 
"
787d4635-04a3-492a-b877-aa225d7b9303,uzz Programs," one nine 
"
d616f51b-82ca-4d4a-8b19-8ef7781b38e5, See you next time.," two tens 
"
3313ec02-53e1-4563-be14-3691b25d13c4," See you, Jax!"," two two jacks 
"
02197e42-deea-436c-946a-68803a067d4a, I wanna call BS so bad on that.," i want to call bs so bad on that 
"
0bd0399d-2798-447e-827f-a326a9d86d52, Honor call B.S.O. Battle.," i want to call bs so bad on that 
"
59f0eb87-d3d8-46d0-a97b-0de28900ff16, I'm gonna call BS on that.," i'm gonna call bs on that 
"
0179bf95-9bde-48d1-b202-75efd8f2e880," We know, yes."," wait no yes 
"
1e21a785-c53a-456d-a7ac-f233107d4193," I'm sorry. I couldn't find the teacher. I was like wait. And I fell. That was like, oh yeah."," i'm sorry i couldn't find the i was like wait i was like 
"
42727bb8-d1cc-4b4a-a6c2-13c16d301291," Yeah, got crossed over by him."," you got crossed over by him 
"
90bb186d-c4cc-47f1-a97f-f6d94a39cd13," Oh, I really don't quit there."," oh i really don't quite care 
"
ff5049ac-d131-4609-a29a-1c7836d96859, Now I'm gonna call B. I throw everything up.," now imma call bs on everything now 
"
3539e825-bdc1-472e-b1bb-8119023decbb, Okay.," okay 
"
7f5df0c2-342a-41a8-a12f-a0072deeba5d, oh," mhm mhm that's a whole lot of bs 
"
2a74df9f-b166-4818-93ef-dfeac40dfeb4, is blocker.," which one are you gonna be on 
"
b989be1f-94fe-4747-a879-4f0650a96239, You want a blip?," you want blue 
"
83629a14-a477-4884-85db-287bfd9f3091, Bye guys.," oh i guess i'm 
"
a5001281-7cf7-41c9-9f33-759805ab2dea," Yeah, let's go. That."," ""yellow or black"" 
"
02613f18-5465-496d-b8bb-d0641d994004, That's...," bet 
"
13912c1b-6def-4077-99b5-55016639a40b, We're back down there.," more black down there 
"
83097951-30f5-48ce-9e79-c6e9bf798f05," Well, you're fine. Perfect."," no you're fine yeah perfect 
"
9047843d-e47e-445c-a04b-49524904ad3f, Totally takes quarters.," totally takes quarters 
"
863a6ab9-65bf-4b9f-8624-3ba99307d820, That's perfect.," oh there we go 
"
edd979da-1caf-4922-b42e-cfa5ad51e608, Three one or five a one.," three oh one or five oh one 
"
6668cd5d-6a92-4dcb-9b9d-0345c21c50f9, Fucking burnout.," doesn't matter to me 
"
c556d384-68be-4cc5-9608-53fb742e1598, Thanks for watching!," thirteen credits 
"
f7dbc887-ee97-4924-ad31-9dbe9ff7e39a, No.," oh yeah let's do it 
"
45d9a7ac-e137-49ab-912e-0737934499c4, Bye everyone.," five oh one 
"
7f53c386-bf80-47bd-8dbe-295b21eeb289, Joule Room," open 
"
2ba5a401-9423-4341-a4cb-73a9eaf12752, which was the rig machine.," which one's the rigged machine 
"
2cc7ad1c-bfc4-43b7-9e98-db9fead021bd," Oh, they're weird."," oh hey weird 
"
bc32ab0c-cd52-4e70-a33d-082afc692372, He he he he he go ahead," you go ahead 
"
9ed2b6a1-c4d9-468f-87f1-c2d53d8f3fee, Bye bye.," okay 
"
7de74369-290b-44a8-84aa-ea5a6acd615c," You wanna take your bag off, maybe?"," you wanna take your bag off maybe 
"
7444a0db-41ce-4779-a17c-1b5ec92b1a54, Whoa!," whew 
"
e05771cc-e05a-44a7-98a6-3415b1021753, I love you. I love you. I love you. Love you.," that was close that was close 
"
5161221b-7dd2-4eea-b01e-4e6560665c7d, Hey look!," hey look 
"
13780e11-1a96-4063-91d7-b6d4b5e68097, Thanks for...," same spot 
"
f52128b1-9dad-421f-a3e5-01694cb85e9e, Bye!," oh 
"
afc7746a-931b-47d5-aff9-0ed2c4ff497c, WHAT??," what buddy 
"
1802b012-9ef7-4c96-aeed-b6c7532a4889, Thanks for watching!," ooh you were you were you what were you saying 
"
869b1c37-c218-49af-a837-3989d1176268, He's still winning.," he's still winning 
"
81dbaded-59cc-41e5-830b-c4edae21e2b5," Damn, the food looks good dude."," damn the food looks good dude 
"
6bbedd85-2aa6-4aec-80fb-249d98678fd0, What?," what 
"
da385860-7521-4a2f-8996-b56535d2790e, The food itself.," the food itself 
"
34bfdea2-1e2e-4a09-b594-c43ae3d76d6d," Yep, they have one, one, yep."," yep you have one one yep 
"
f7c20dec-81e8-420c-842b-76bbf969e5c0, You were thinking about it.," you were thinking about it 
"
59101680-ade0-4f7e-bea7-25602e7f72f8, Help!," yeah 
"
25b7cba3-87af-4bf7-af21-9eaa10bcf7b0, Two-one-erds novel.," in the two-hundreds now 
"
1e08ea9c-5ed1-48f2-81c0-ca1b03b16556," Me too, Bailey. Oh, okay. I serious, I serious, I know."," me too barely oh okay i see what you're i see what you're saying 
"
f631f410-afc5-481f-add9-1c2724475dd2, Yeah!," yeah 
"
55b6a285-d35e-45b1-9f18-fb8004de7f20, campsite," ooh you are dropping quick 
"
d0f03c84-32a9-4c86-a15d-db44470eedfb, and we want to learn to...," you ever do whoever 
"
3f4ae056-b045-4e77-86f1-2fe1f25adbb8, from our local location," messing up my world 
"
60409bbf-661d-4ed9-83c7-1f35a482b932, Thank you for watching.," okay let's play 
"
e8c3350d-ec32-4c97-af0a-4a47a156b417, We need to take no products.," we can take off our masks 
"
e2098ef0-deb8-4da0-9199-bf386c8b956c, Yeah.," yeah 
"
22d84699-26a0-4d41-b82d-870b81dafe16, I think it's definitely on Kicking Picture of the North. Is it blinking?," i think it's only on taking pictures mode is it blinking 
"
1befb770-7459-43d2-9ce7-f2c3ac972447," Yeah, that's great."," all right let's play 
"
98699c7a-4f1f-4e5a-bdfe-ee0076e31f3c, spread it full on down.," it's going down 
"
95528763-289a-4b56-8542-71521fa60bd4, I think we're playing BS.," i think we're playing bs 
"
573b09fe-55bf-4f10-a832-39197b964ab4, lover," yeah we are 
"
5cb3891e-28b1-4715-be3f-ddfe2d1570f7, I'll shut up.," i'll shuffle 
"
c1bcc6a3-e4a0-4244-af60-dc1174d72459, Okay.," okay then 
"
7367135b-1051-407a-983d-833af133a6eb," That was very difficult for me. Do we get to keep the deck of cards? No, poor. For neither will it."," looking down is very difficult for me do we get to keep the deck of cards cos these are brand new 
"
fca8fb0e-7dc5-42b1-93c1-7e5bf48277d2, green.," doubtful 
"
56e3fa0c-17f3-4678-8295-4e9debcf678f, Wow.," i will bring myself a chair 
"
994f49d6-89a1-46ad-87bf-711df73de95b, Got any more gadgets for me?," got anymore gadgets for me you got anymore gadgets for me 
"
00a88071-452e-4875-b645-d8fa13ba7d24, Bye!," huh 
"
3d4eb020-e3a4-4cd4-9feb-265bed59ea98, Love it for you.," anymore gadgets for you 
"
de4c89a4-31a5-48ea-ab4c-67154aab0ce0," Pour the oil, drink the vegetables in a row hair for a ball."," welcome to the olympics 
"
05829271-4962-49d8-b201-deb347f19034, Welcome to our videos I think today. We are planning. Yes.," welcome to the session today we are playing bs 
"
3ac3c9de-70bd-418f-9eaa-d90f717a235b, Alright?," right 
"
1fa87cfa-a9a5-4f65-a599-b15db6837506," Yep, flyer."," yup liar that's what it's called 
"
5447ee98-5576-446c-b2a4-37a8ac8e06ca, We're calling it be it.," but yeah we're calling it bs 
"
55861c04-c1a8-4cbc-97aa-3552af89d3f5," See there, there, there are other options here."," i have no other functioning skills 
"
6368c497-b202-4273-82b4-5da4b12074a2, Take the two-joker low.," take the two jokers out 
"
c2b61a6a-1e3f-4ab7-a207-c8e748b4d330, I'm gonna still do what I...," i am skilled at what i do 
"
6fb496e2-bb10-4aa2-a7b2-703dca1e87be," If I listen, I pocket a joke or I'll throw it at you."," yeah if i get a joker i'm throwing it at you 
"
f18046e5-eb90-4210-bca9-a865ddfb8cec, Get a Joker?," did you get a joker 
"
233c6acf-6eba-4ce4-9b9a-2c5b73f099ad,appreciate y'all shit!," please do 
"
32d1ed66-c169-4221-928a-0bd533b88d35, Go now.," oh yeah step 
"
46b55f8b-4c40-426c-bcdc-9bd18abb4963, I'm you don't get yourself.," no you don't deal yourself 
"
96c9f79a-35b2-4fa4-aaa8-f10c92368448, I'm glad you do.," yeah you do 
"
b09b8054-221c-4ea2-ad78-9199006cb64b," And now on the game it says, the dealer doesn't play."," no in the game it says the dealer doesn't play 
"
f6204b5e-7846-4772-b6da-7a09df154d70, Hello?," huh 
"
bef5933c-b7fe-4cab-834c-c8f80161a4ee, Bye.," right 
"
578f192e-f90a-4115-a5a2-db50ca59f46f," No, that's left. Yeah, do your toe, bro."," no that's not yeah deal yourself bro 
"
a0703392-5827-4206-a96a-1acfc3aaa7f8, Love," okay you can deal yourself 
"
469a5f03-2b4d-43f3-8584-ac089884e011, read the same," read the thing 
"
3f99c588-be76-4d65-9415-802049c793ea," When you were reading it, I did not say anything about that, but if it does, I would just split my neck."," when you were reading it i it did not say anything about that but if it does i will just split my deck 
"
ddad52ce-e842-46ba-b0a8-bac782479c54," A didn't hurt my head since I'm off, but I just wanted all of the nutrients to Dolphins because they were named back in the eat ."," are you sure 
"
36c02a40-c081-4adc-a109-b698d591ed69, I'm not the main round of it.," we're going to play many rounds of it so 
"
1a0b8a87-7d40-416c-9d4d-c42246b67ca0," So we look at all of them, right?"," so we look at all of them right 
"
ae03f670-38f3-433e-a9e1-a36d2e9af9ba," Mm hmm, looks like a baby"," no i don't think so do we 
"
ab0414ec-2dbd-4121-9461-1b8c3be318f8,," yeah 
"
dace1a97-a98e-43c6-a7fe-0d83813b1c4a, The Wes is kind a," it's like falling off my head it's like wearing a crown a tiara 
"
be6fde85-1b6b-4c86-9a07-1449b29ffe7d, Like actually if I'm in like one of the wrongies where like you were just like that half part of frown.," like i feel like i'm in like one of the where like you wear just like that half part crown 
"
d0c13975-c8ad-4583-82d7-71043ab8c4a2, You see my cards?," all right can you see my cards 
"
6ff006a5-220b-4a97-ad3f-34f327dd5cc5, Who's okay? The right? Two very fruits.," who's okay the part the right the 
"
34228d91-085d-4d8d-b83d-a70b67aaeb51, Too Airframe!," two aces 
"
090081f6-7334-482a-905a-0eeb7e6e47df, Cheers!," two aces 
"
0f860c14-fe34-4d04-addc-5cd86caac4ce," to,"," the person to the left 
"
a41682f0-fd84-474a-a17a-caaeae4b9d25," You, he is tomorrow."," you he is to my left 
"
6c994b40-e318-4316-8955-60d9733d9e72," So, can I go bigger or I go to the same?"," so do i go bigger or do i go two the same 
"
ecfabce5-6eb4-427c-ba42-eb8aa6fc68c6,"Good, that's what happened. Pneeciya"," that's me i'm next 
"
1cd761ce-d8b5-4f09-b079-eff82651e0fe, Knees help us.," it's her turn 
"
1ad8e2d3-71ab-4e16-bd91-5e4094e128ff, Thank you.," what did you say 
"
c1861a62-71ea-4407-9573-691a012a8c82, Too white-," two aces 
"
7f169ea2-477f-480a-a254-3337d8570d13, Looking forward," one four 
"
a05cd53e-0b54-4c55-a89f-f2550ccfe6d5," BS first off, you're your part."," bs first off you got to go five 
"
3eb0f8bc-7bb9-4b6a-85a8-a00c2e746106," Oh, you can do this now."," no you can do the same number 
"
997b4448-c162-4fb3-815e-37a255f1f91b," So, okay."," yeah you could do the same 
"
4f0e92b8-a1ad-438a-ba0a-065d6230125b, Pick up the card.," pick up the cards 
"
aa54b446-faec-47c0-8078-6a1c3fdd7dc6, I ain't never played no game like this.," what kind of i ain't never played no game like this 
"
ac793bd6-4cfe-4f9e-afac-9ac1929c3858," Zain, bye!"," pick seven 
"
4956e3aa-90c5-4e2d-a799-314f8ebc2501," You know what I really want you to pick that shit up, but I'm gonna pass"," you know what i really want you to pick that shit up but i'mma pass on that one no you got it you got it bro no you got it chief 
"
82155f18-2b6b-4601-92ef-cf4da5fdfe77," No, no, you got it close. No, you got it, Steve."," please by all means by all means if i can call your cards 
"
756753ad-452e-4e2a-822c-354ca772eaa8," No, you gotta choose"," no you got it chief 
"
88b1079f-fa72-48e5-be96-f32aa072cc5a,um i i," by all means 
"
04efc332-1027-4c0a-97bd-7ae8461ecb5a," No, you got it, Chief!"," no you got it chief 
"
42650472-d3cf-4046-9f3f-c2514b370137, You definitely got it!," you you definitely got it 
"
f92f9939-c0de-40fa-89a0-dcd6e3adb780, See you guys!," two 
"
21897586-10e7-4f83-b4ac-047696fd4352, Okay.," one time 
"
51171400-2807-4a6c-b6a7-1740456da8cd, Grab," two jacks 
"
dbcaf39d-43d6-4e7f-a1a4-a734acb57fa3, in place.," two queens 
"
7e30a31c-a31d-4a26-af84-4f19d1aedbd3, Boot one.," what 
"
559eb09b-f2cb-48a6-a777-92840cf4b33a, Too quick.," two queens 
"
05aa8cac-601e-4f80-9664-8192d5e038c3, for ACEs.," four aces 
"
134921d2-0cd0-475f-9b99-72789f930d12," Yeah, I'm not that risky like that."," yeah i'm not i'm not that risky like that 
"
02b73e76-b70e-4771-ba9e-4444237564a9," You should be honest. No, I'm gone."," you should be risky get the reward giving you all those cards 
"
5334b220-717f-425a-bda5-4525d64689ea," No, I'm going..."," no 
"
e408d6d1-68a0-4fd0-a49e-e64b37be2c46, No. Don't go home. No!," don't call it now don't call it now 
"
4dfd9604-3597-44e9-8344-e8d9174133ce, I'm good. Toot-toot.," i'm good two twos 
"
51e135da-d991-4756-bd2b-6d36e7077468,ool Oh," four threes 
"
6a1976b8-0983-4b69-a083-8b42835652b1, and I'm done.," and i'm done 
"
4aeb416b-ee60-4adf-a3b5-a665ea430076," Sick it is guy, bro. Think of this shit"," sick of this game bro sick of this shit 
"
4b3af189-c35b-4621-8252-6c66b49e36c0, See you.," this shit right here 
"
9f860985-257d-40b0-8352-b0fe75a191f7," I'm sick of this shit, bro."," i'm sick of this shit bro 
"
f7ec3bf2-ede3-4713-ae23-3954bb0b6365, Okay?! Please subscribe!," my whole freaking deck bro 
"
d4316b6f-e4e5-41f3-bb44-17babd7c0298, I'm sick of this shit.," i'm sick of this shit 
"
fbca1378-74e0-4d7d-92e6-1e1fe35193e2,applause," you acting like that on camera 
"
13ae76a8-e6b8-4386-b529-d6977efb7dbc, Sorry to this. I can't never win. I don't know why.," tired of this i can never win i don't know why 
"
c0e8f6fc-1c55-46c6-a49e-d5af595a7ba7, You're not too much attention to yourself.," you draw too much attention to yourself 
"
c3e8db7b-ecef-4b87-a2c4-4388f89e8b53, I'm not doing that to you!," i'm not doing nothing 
"
4eee33c7-cdef-40b3-9715-b2f85e818ca3," Take care, bye."," pick up that card 
"
ebaa4954-214c-4e42-a411-04a9bccd2774," And you know, have dear."," do i look cute i look cute 
"
daf4347e-a819-4fee-ae51-d4f1da32dc87, You look like someone else's cyberpunk.," you look like someone who 
"
1859f7e8-582b-4031-8047-76c0c277c4f1, I don't have a dildo on my hand.," don't have a dildo in my hand 
"
1926843f-935f-4497-9b84-f403065383ce," Oh, chief."," woah chief 
"
b07d1437-80e5-4004-bb45-08662e619b91," You don't like this. Bye, indeed, some fuegos and other ones."," you don't like these so i have and the other ones 
"
2cac96d2-1aa8-4618-8c45-22b8e973bb1f, I think I cracked some hundred this week.," i think i cracked several hundred this week 
"
7f8faf86-f59c-4164-a240-7f9fa6a6f85c," Nice, we're gonna take another date."," nice are you gonna take me out on a date 
"
6cb36f92-af32-479d-9fb5-00c9538d356f, You want their trip?," three fifty 
"
1a803bf0-3d89-491f-b9fb-443e0afd0984, arag," or you wanna pay my bills which one you want 
"
2f4badde-4607-416d-b564-7f366bc8d8b0," You're the bestoved boss! I wish you'd Him that time goes down because of you.CHAAAAAA! No, I mathUGH- Weaver, not that. He'll tell you what him you want . . . dinosaurs? Would an celebration be called a prepares demon? Whether you're a chaotic, robot or copyright or your Breach, or lower than a perfectly Here, at least the player,"," holding up 
"
ec9ef1da-aec1-478e-87bb-6d4115d53f01, civil," you want three fifty you want five hundred 
"
34bb1793-5568-4146-9743-bc372ef6469d," I don't know if I'm under the sun, but I'm not under it."," i want five hundred what the fuck am i supposed to do with five hundred 
"
35255f19-59b1-4e05-bbf9-df03457aace8, whenever I fuck you open.," whatever the fuck you want 
"
083cb4f5-a9ec-4189-b1ad-346a15a3bd89, But it covers your part of the rent and the utilities for this month.," three fifty covers your part of the rent and the utilities for this month 
"
a6805fa3-1f71-4bed-98ab-f7fd367dc1e4," around, and"," hm 
"
444e5cc2-a4c1-43e1-9a83-34cafd592aaa," I'll try, like I said, being more thrifty or you want to buy a hundred."," like i said do you want three fifty or you want five hundred 
"
731ad603-2fdd-45dc-9a53-4e6ae13789c8, And here's how I'm connecting get $ $ $ $ $ $," if you have hundred you get fifty um it is called plan b pills 
"
05990ca6-80e8-448d-928c-7254778f6f71, What?," what 
"
61177bfc-8b80-4db2-8fc8-2c3996937dc7, What? What you just- what you just- what you just said? Beep! Beep!," he said plan b pills plan b are fifty dollars each 
"
fdbf79bf-628b-4cfa-ac26-7687780e94ae, What you just- what you just- what you just say?," what you just what you say what you just say 
"
1b49bbb7-7bfc-46e5-b061-0aebc1d7067d, Thanks for watching.," you see though 
"
e97dd99c-de45-44c7-93ad-a0f59e042b41, you see don't," why do i need plan b for he want a kid 
"
446a7090-6c7c-405f-ab30-0a61ce462318, I just don't get them flying.," i just won't give him one 
"
29678cb3-b378-4054-b48a-e0dfbb953731, I don't want to hold my mouth.," i don't want one right now 
"
165ddc21-0acf-4a88-8f28-bdbe211c269c, I want to thank you all for having me.," but if i wanted to be knocked up he's probably happy as shit 
"
e7642f94-3315-4c53-8a72-c7649ce9b1d2," No, I'll be scared of this vote."," no i'll be scared as fuck 
"
c5e00bdd-53fd-4254-9bf8-abc34c560abf, You study?," you still be going to the uh a 
"
96bd73e6-35fe-46aa-b436-a08123a993c2, HURT," okay 
"
511ebbab-f57b-44b6-8cbc-fc30c7125cf1, I don't support our kids!," that's how he's gonna support our kids 
"
031e1b86-8161-43d4-bfbf-7d4c3c348c28," I'm gonna tell you, did Avi tell you that you were gonna get all the money this week?"," until did ab tell you that you were gonna get all your money this week 
"
4586be55-baac-45e4-b8fd-f8c28101c1db, Mm-hmm," mm-hm 
"
d4809655-37f0-47af-80a7-5a2a44ea3b9f, Bye!," for real 
"
0752436d-18ac-4dd9-a005-842d014dee5c, Mm-hmm.," mm-hm 
"
562b2220-d5aa-4b4f-95c1-d016ee2625bf, Goodbye your new year's gift!," is that your your new years gift 
"
6e529db3-a2fb-4d4b-b0a5-9a42fc205359," If it is, I'll be those years. Merry Christmas."," if it is happy new years merry christmas 
"
a73c5d5d-b1a9-48aa-86dd-14b228964ece, Alan.," i want a mans 
"
601a5d0b-86fd-4d15-a3f2-2f4639266278, That's not the outcome.," happy hanukkah 
"
e3c05107-070f-4c86-bb8e-813ab98927da, and rightizef lookup," i have gloves oh i gotta clean this up 
"
5a2f1c8c-85d8-4963-98da-758b96aec292, What a fool!," just our neighbors 
"
745941d0-0dc8-4171-8865-e3fca4826917, For Whitney!," wait for the ring dong dong 
"
84de8661-5837-4d71-859a-5ce5413b0554," Come on, right?"," come around 
"
a3f47c38-970c-40c3-8c21-3a75e0db7269," Yeah, really do that."," no do that 
"
e9727dd7-d9f9-49ef-ac11-0043e14620f5, Zero.," no work 
"
e6dbf1bf-49f0-472a-82a4-6c8404923f2b, Hmm.," hm 
"
b8ed7976-b05c-4281-b605-32bb708fb82c, I'm gonna hold it enough.," yeah i'm 
"
de4bbfef-bd16-4b57-8bcb-4b07c08d2d83," Yeah, three per feet please. Thank you for the rest of my annual bills, everybody, please go out and watch. That means that came in for a tweet of mine."," yeah three fifty's big pays your the rent for this month and the bills or the utilities for last month dang you got it paid in the first week of the month 
"
3cec8af4-bb29-4201-86ce-fb1265004b81," Oh my god, what, I'm like, um I can't instruct it on that."," not calling bullshit i'm not calling bullshit on that 
"
dc319149-721e-48e1-96ce-af23621bd295," I said, I'll add four, four, four, four, three, sixes and one, seven. You have the whole bidet."," i know i said i have four i have four four fours three sixes and one seven yeah today 
"
2af31889-76fb-4945-a121-d259b4bea693," I really had to hold the deck, that's it."," i really had to hold the deck that's it 
"
90eade63-db33-49c5-8b4f-d15bc4f40db0," Yo, what time is it? I'm tired of this game already."," yo what time is it i'm i'm tired of this game already 
"
7952919a-e9ed-48ac-bbb0-cf2ce082f143, What time is it?," what time is it 
"
e728ffe4-984c-4645-b066-02796f6067d3, We're gonna play with all four round or two and go back.," we probably could play uno for a round or two and go back to 
"
4215be2e-777f-42ce-a585-f31387bb14ca, I'm sorry. There's no such thing as player Uno for.," i'm sorry complaining 
"
2678ae84-df5c-40a1-92d1-8fa937dd33f5, There's no such thing as play a Uno for a round or two.," there's no such thing as playing uno for a round or two 
"
491a18ba-48cd-4f77-b78f-1cfa7fc37e02," Oh, he should be back. It's almost knowing."," oh he should be back it's almost nine 
"
2667f8d5-30e0-44da-80ce-27df506a8a82, Mm-hmm But for more out there," really we've been playing for an hour waitwait wait wait but he was setting things up for a while 
"
8dca49b9-6b06-4d1e-97ec-2a89e890178f, Book one more Outline!," bust one more out then 
"
d4623a33-43a3-47c2-9d1d-95b7ebe089ca, You're riding me. She'll be back in a little bit. A little later.," you right he'll be back here in a little bit later 
"
5e344bbf-4cce-40b3-a75f-869a71823471, That's what they always play two more rounds and I need to make him return on me playing Mongeong.," it's okay let's play two more rounds and i mean we can return home and play mahjong 
"
e0d513e1-18ad-40ad-87cc-54fecbee44d8," That's actually sounds fun, I don't want to go play with the video game. It's fun, but I only don't even talk to the word balling."," mahjong or uno that actually sounds fun right now i don't wanna go play some video games which is fun but family bonding time work all week 
"
8bf65bb2-4320-4a8b-9930-483f45213f04, I'm just not excited to study for the GRE.," bro i'm just not excited to study for this gre 
"
32a08236-5fca-4e82-b642-b602f660b4ea, I'm not. I'm from a nice new girl.," i'm not excited for my next week at all 
"
68b97cf5-26d0-41c4-9e3f-0b31ecaf6011, I work the name till I spend.," i work fucking nine till eleven 
"
32891425-8926-4afb-87a4-1992c01a9edf, Thanks for watching and be safe!," and i wanna get my nails done but i don't wanna waste money 
"
83b4d9b6-e88c-4c0f-a66d-11ce2972e3c9," Oh, I'm in."," why 
"
c69926b0-96f6-479f-8230-44752490d1cb, Hit your inhaler.," hit your inhaler no 
"
ffb60136-f284-4bee-9806-c93054fb5fbb, Are you mad?," yes 
"
8bf71b5b-9837-4b80-84cf-e746f2f87825, Are you mad?," are you mad 
"
0c672bc1-1052-4320-a513-c6e0b7f492a2," You can go up and see all our cars in your cars, right?"," you wanna see all our cards and your cards right 
"
e8d58ce7-8452-45d3-99e8-dede424667f9, Stop it!," stop it 
"
5807dd1d-d720-47d5-989b-ed733a35d9db," If you're correctly asked, I'll hold my"," deal correctly stop 
"
2cb05991-0fb1-4a99-81fb-01899aa38b95," Damn, a three."," damn a three 
"
c7190b6e-bff3-452b-904d-8d16e746432a, You just must make a big one of bullshit so many times.," this is just like saquana's bullshit so many times 
"
c4d2f2a2-eb10-474e-b63c-16d7a1c59528, I'm sorry y'all made me pick up a bunch of cards in the beginning.," i'm sorry y'all made me think of bunch of cards in the beginning 
"
ffafe2ca-d924-4107-85c8-38e254cb1007," I didn't know what it was all here, I was just going along with the show. I did crawl bullshit that many times."," i didn't do it it was all him i was just going along with the showi did call bullshit not many times 
"
c11a7236-51d2-4d16-952b-a7e052dcc7f9," I had a seven, I just put down the wrong one, so I was like shit. So when I saw he was like, ahhhhh!"," i had two sevens i i i had a seven i just put down the wrong one so i was like shit so when i saw those i was like seven 
"
57e472bd-a72e-4f99-b4f8-66aa21e1bd04, They're all bullshit. I was too tired of this morning on my own," you really shoulda called bullshit i was too tired of just sorting all my own cards to say anything 
"
1bb614cd-3db0-458a-a29f-d85e85d27cdc," I'm sorry, I'm sorry. When it is better."," i would be the one sorting where is it 
"
0bacecf1-931b-422e-949e-ba5902ca407e, Have a lot of soap.," the monster 
"
eb904487-925e-41a2-b886-6a01e1010451, It disappeared for a second. I was really confused. You keep doing them. I'm going to organize them in current real quick.," the monster it disappeared for a second i was really confused you keep doing that i'm gonna organize my cards real quick 
"
8e4e2394-fbff-4942-a72c-9d4ab2f07d1a, and you start it anywhere.," knees turn anywhere 
"
e1b73489-33dc-4f6f-b5e5-d02a0f8922b1, Bye Relax.," are these 
"
d0a64020-5ff1-49ea-a58d-f090cc44af98, I'm going back there.," i'm not that asian my brain doesn't function like this 
"
dd7bcdba-d53b-4944-bbe2-7d3641aff834, useful strain," is that ace 
"
0529ac58-87dd-44a0-8e07-88c0779b94fe, Bye bye.," how many 
"
4a8139d7-8ca3-4b91-ae1f-dd21baffefb4, And Dale? And Dale? And Dale? And Dale? And I'll just...," i'm sorry i'm so sorry 
"
c7785c29-a4f0-43ef-9316-282dda72d5e0,air," damn 
"
633b11e2-5924-43e6-8931-ef40ce8b604b, And there..," damn 
"
19e8ee90-cc22-4b9b-8dd7-7c2159db7971, How'd you even guess?," how'd you even guess 
"
7942f016-c630-4db6-baad-765be9ea91f9," and lack of the draw. One, two, one."," luck of the draw one two 
"
b814fc06-2e99-4395-a999-2f08b60579b0," Instead, I'll see you in one three."," well shit i'll i'll see your one two and i'll call it one three 
"
a4c57d25-c8cd-4440-8382-8a4b761c8b8e, Bullshit.," bullshit 
"
8dd1d4ce-18b6-4d46-a2a8-dbb86f69d04f, On to six.," one six 
"
58ade241-52c4-488c-a7d6-4b76939b6130, Very good.," sevens 
"
dd39dd10-22cb-4d35-8efb-e9cbf508a500, Two weeks.," two eights 
"
2e0f60c4-2482-4dd2-88b1-d52024016c0f, tomorrow!!," two 
"
91052dd9-7384-42ef-81b7-0022c4d84795, Ten.," ten 
"
6f39ad1a-8f67-416c-b888-7db03e841bf2, Okay!," oh my god you guys saw too many cards one check i'm upset you saw my cards how about a little surprise 
"
6335706f-89e0-4945-871d-faa8354fe5ee, tip tip tip plait," one queen 
"
8a2289e7-a5d3-48ca-93cc-257a52d92710, Well sir.," bullshit 
"
effa7d18-33d1-4981-9621-96c0ddca49de, Thank you.," fun game 
"
6e95b52c-41ae-4c29-97b5-4e8adc0252f9, Repostake.," bullshit pick that up 
"
9b0ad794-819e-4d9b-bccd-fc0173ca0968, Take care.," you pick it up 
"
cb92054e-3cc6-46ca-9be6-a059fdc29adc," Damn, she got you. She got the fuck out of you."," damn she got you she got the fuck out of you 
"
93fd51b0-4a0a-4c6e-bf7e-8d94295f5f6a,," one ace 
"
efcfe331-49a9-4bf7-9f03-37d8b3e0adbc, You know what?," you know what 
"
4970abd8-627b-43e9-a35d-5db6d019d2a6," Yeah, I do."," yeah you already saw it so shut the fuck 
"
3391e5e5-ad4b-44ff-a745-97977acfddda, You know I know.," yeah i know 
"
a26ea635-522f-490a-8d27-6ffcb178345d, I see your ace.," i see your ace
"
85f9ea14-b344-413d-a88d-541dd4bcdd0b, Shall we go under?," so who's going first 
"
b5498b8b-e80e-4884-8815-f103b1f3935c, It's the laughter video.," it's the left of the dealer 
"
b606158a-7208-4600-88fe-e606ee0b305b," Oh, so neat."," oh from me 
"
6aef1cbe-17b7-4a6d-b926-324c4fa5d644, Hey!," nice 
"
fdbfd72e-4d1b-471b-aa58-ef8b823e22df, Soon," three 
"
261c1aea-5b21-4641-9cb7-543527779c0f, And then laterOCibly toned though," one five pace yourself now pace yourself pace yourself now pace yourself now i'm pace myself when you're in the home stretch that's when 
"
8e071d4b-2b6e-42ee-9c23-3fb75851a575, diss Cornell," calm down 
"
